ad_id,reporting_start,reporting_end,age,gender,interest1,interest2,interest3,Impressions,Clicks,Spend,total_conversion,approved_conversion,,Revenue,CTR,CPC,ROI
1122253,25-08-2017,25-08-2017,45-49,F,25,27,28,449921.00,129.00,? 175.97,5,1,,100,0.03%,? 1.36,-43.17%
1122254,25-08-2017,25-08-2017,45-49,F,25,31,31,282899.00,71.00,? 105.66,1,0,,0,0.03%,? 1.49,-100.00%
1122257,25-08-2017,25-08-2017,45-49,F,26,29,32,669671.00,186.00,? 259.18,4,1,,100,0.03%,? 1.39,-61.42%
1122258,25-08-2017,25-08-2017,45-49,F,26,28,30,108655.00,28.00,? 46.92,1,0,,0,0.03%,? 1.68,-100.00%
1122260,25-08-2017,25-08-2017,45-49,F,26,32,31,536248.00,146.00,? 187.74,3,0,,0,0.03%,? 1.29,-100.00%
1122262,24-08-2017,24-08-2017,45-49,F,27,29,30,1055017.00,265.00,? 380.66,16,2,,200,0.03%,? 1.44,-47.46%
1122265,24-08-2017,24-08-2017,45-49,F,27,30,28,1428421.00,367.00,? 541.70,10,0,,0,0.03%,? 1.48,-100.00%
1122266,24-08-2017,24-08-2017,45-49,F,27,31,30,1088027.00,272.00,? 409.56,9,4,,400,0.02%,? 1.51,-2.33%
1122267,23-08-2017,23-08-2017,45-49,F,28,29,33,288517.00,78.00,? 102.39,3,0,,0,0.03%,? 1.31,-100.00%
1122268,23-08-2017,23-08-2017,45-49,F,28,31,30,202231.00,53.00,? 67.13,3,1,,100,0.03%,? 1.27,48.96%
1122270,24-08-2017,24-08-2017,45-49,F,28,34,32,73222.00,16.00,? 22.86,1,0,,0,0.02%,? 1.43,-100.00%
1122271,24-08-2017,24-08-2017,45-49,F,28,29,34,348542.00,96.00,? 134.89,2,0,,0,0.03%,? 1.41,-100.00%
1122273,24-08-2017,24-08-2017,45-49,F,29,32,30,1097966.00,266.00,? 369.07,16,8,,800,0.02%,? 1.39,116.76%
1122274,24-08-2017,24-08-2017,45-49,F,29,33,31,526923.00,138.00,? 198.09,2,1,,100,0.03%,? 1.44,-49.52%
1122276,24-08-2017,24-08-2017,45-49,F,29,34,34,264386.00,66.00,? 91.00,4,1,,100,0.02%,? 1.38,9.89%
1122277,24-08-2017,24-08-2017,45-49,F,29,30,30,854940.00,227.00,? 297.91,8,3,,300,0.03%,? 1.31,0.70%
1122279,25-08-2017,25-08-2017,45-49,F,30,33,36,113567.00,34.00,? 50.29,3,0,,0,0.03%,? 1.48,-100.00%
1122282,25-08-2017,25-08-2017,45-49,F,30,31,35,22859.00,6.00,? 9.42,1,0,,0,0.03%,? 1.57,-100.00%
1122288,27-08-2017,27-08-2017,45-49,F,31,32,33,51754.00,13.00,? 20.52,1,0,,0,0.03%,? 1.58,-100.00%
1122290,26-08-2017,26-08-2017,45-49,F,31,32,33,104347.00,28.00,? 38.14,4,3,,300,0.03%,? 1.36,686.58%
1122303,26-08-2017,26-08-2017,45-49,F,63,67,66,391998.00,97.00,? 142.05,3,1,,100,0.02%,? 1.46,-29.60%
1122304,27-08-2017,27-08-2017,45-49,F,63,64,66,1111156.00,282.00,? 402.30,5,0,,0,0.03%,? 1.43,-100.00%
1122308,27-08-2017,27-08-2017,45-49,F,63,64,68,427772.00,117.00,? 159.30,3,1,,100,0.03%,? 1.36,-37.23%
1122310,27-08-2017,27-08-2017,45-49,F,64,66,65,536457.00,136.00,? 193.66,2,1,,100,0.03%,? 1.42,-48.36%
1122311,27-08-2017,27-08-2017,45-49,F,64,69,68,179894.00,43.00,? 66.84,2,0,,0,0.02%,? 1.55,-100.00%
1122312,27-08-2017,27-08-2017,45-49,F,64,70,66,479882.00,131.00,? 178.67,6,0,,0,0.03%,? 1.36,-100.00%
1122313,26-08-2017,26-08-2017,45-49,F,64,70,69,358261.00,91.00,? 130.36,1,0,,0,0.03%,? 1.43,-100.00%
1122316,26-08-2017,26-08-2017,45-49,F,65,67,67,346688.00,88.00,? 114.86,2,0,,0,0.03%,? 1.31,-100.00%
1314296,26-08-2017,26-08-2017,30-34,M,100,106,105,33445.00,2.00,? 3.20,1,0,,0,0.01%,? 1.60,-100.00%
1314297,25-08-2017,25-08-2017,30-34,M,101,106,103,72228.00,5.00,? 7.53,4,4,,400,0.01%,? 1.51,5212.09%
1314298,25-08-2017,25-08-2017,30-34,M,102,104,107,49699.00,2.00,? 2.69,2,1,,100,0.00%,? 1.35,3617.47%
1314299,26-08-2017,26-08-2017,30-34,M,103,107,108,189761.00,18.00,? 27.33,4,1,,100,0.01%,? 1.52,265.90%
1314301,26-08-2017,26-08-2017,30-34,M,105,108,107,312524.00,37.00,? 53.79,2,0,,0,0.01%,? 1.45,-100.00%
1314303,26-08-2017,26-08-2017,30-34,M,107,108,110,496760.00,42.00,? 61.01,10,3,,300,0.01%,? 1.45,391.72%
1314306,26-08-2017,26-08-2017,30-34,M,110,112,111,310988.00,34.00,? 46.67,11,3,,300,0.01%,? 1.37,542.81%
1314307,26-08-2017,26-08-2017,30-34,M,111,112,113,98606.00,9.00,? 12.11,1,0,,0,0.01%,? 1.35,-100.00%
1314308,26-08-2017,26-08-2017,30-34,M,112,117,115,51104.00,2.00,? 3.20,3,1,,100,0.00%,? 1.60,3025.00%
1314309,23-08-2017,23-08-2017,30-34,M,113,116,115,276762.00,22.00,? 32.09,5,1,,100,0.01%,? 1.46,211.62%
1314312,23-08-2017,23-08-2017,35-39,M,101,105,103,33534.00,2.00,? 2.96,1,1,,100,0.01%,? 1.48,3278.38%
1314313,21-08-2017,21-08-2017,35-39,M,102,104,107,128859.00,16.00,? 23.70,1,0,,0,0.01%,? 1.48,-100.00%
1314314,21-08-2017,21-08-2017,35-39,M,103,104,105,92080.00,12.00,? 16.94,3,2,,200,0.01%,? 1.41,1080.64%
1314316,21-08-2017,21-08-2017,35-39,M,105,107,107,211882.00,33.00,? 46.65,3,1,,100,0.02%,? 1.41,114.36%
1314318,21-08-2017,21-08-2017,35-39,M,107,110,109,112776.00,9.00,? 12.68,1,0,,0,0.01%,? 1.41,-100.00%
1314319,21-08-2017,21-08-2017,35-39,M,108,113,111,145324.00,14.00,? 19.82,2,1,,100,0.01%,? 1.42,404.54%
1314320,21-08-2017,21-08-2017,35-39,M,109,113,115,106492.00,14.00,? 21.26,2,0,,0,0.01%,? 1.52,-100.00%
1314321,21-08-2017,21-08-2017,35-39,M,110,112,111,233845.00,30.00,? 40.73,3,0,,0,0.01%,? 1.36,-100.00%
1314323,21-08-2017,21-08-2017,35-39,M,112,117,118,155426.00,17.00,? 25.01,3,0,,0,0.01%,? 1.47,-100.00%
1314324,21-08-2017,21-08-2017,35-39,M,113,116,114,97540.00,8.00,? 11.52,2,1,,100,0.01%,? 1.44,768.06%
1314325,21-08-2017,21-08-2017,35-39,M,114,117,120,61441.00,5.00,? 7.70,1,0,,0,0.01%,? 1.54,-100.00%
1314326,20-08-2017,20-08-2017,40-44,M,100,104,104,76703.00,9.00,? 12.15,3,1,,100,0.01%,? 1.35,723.05%
1314327,20-08-2017,20-08-2017,40-44,M,101,107,105,68619.00,10.00,? 14.96,1,0,,0,0.01%,? 1.50,-100.00%
1314330,20-08-2017,20-08-2017,40-44,M,104,108,108,17559.00,1.00,? 1.49,1,1,,100,0.01%,? 1.49,6611.41%
1314331,20-08-2017,20-08-2017,40-44,M,105,107,108,137879.00,19.00,? 28.47,2,0,,0,0.01%,? 1.50,-100.00%
1314332,20-08-2017,20-08-2017,40-44,M,106,110,112,67710.00,10.00,? 15.15,1,0,,0,0.01%,? 1.51,-100.00%
1314333,21-08-2017,21-08-2017,40-44,M,107,113,108,348180.00,41.00,? 60.23,3,1,,100,0.01%,? 1.47,66.03%
1314334,21-08-2017,21-08-2017,40-44,M,108,110,112,146246.00,18.00,? 28.72,3,1,,100,0.01%,? 1.60,248.19%
1314336,20-08-2017,20-08-2017,40-44,M,110,116,113,187236.00,24.00,? 34.87,2,2,,200,0.01%,? 1.45,473.56%
1314337,20-08-2017,20-08-2017,40-44,M,111,112,112,72157.00,9.00,? 13.50,1,1,,100,0.01%,? 1.50,640.74%
1314338,21-08-2017,21-08-2017,40-44,M,112,113,114,91180.00,10.00,? 13.56,1,0,,0,0.01%,? 1.36,-100.00%
1314339,22-08-2017,22-08-2017,40-44,M,113,114,116,86293.00,6.00,? 9.26,1,1,,100,0.01%,? 1.54,979.91%
1314341,23-08-2017,23-08-2017,45-49,M,100,105,106,101410.00,12.00,? 17.94,4,0,,0,0.01%,? 1.50,-100.00%
1314343,23-08-2017,23-08-2017,45-49,M,102,107,103,134245.00,18.00,? 25.75,2,1,,100,0.01%,? 1.43,288.35%
1314345,23-08-2017,23-08-2017,45-49,M,104,105,107,125650.00,20.00,? 30.08,4,0,,0,0.02%,? 1.50,-100.00%
1314346,23-08-2017,23-08-2017,45-49,M,105,109,106,50406.00,5.00,? 7.26,1,1,,100,0.01%,? 1.45,1277.41%
1314348,23-08-2017,23-08-2017,45-49,M,107,113,111,121769.00,13.00,? 18.42,2,1,,100,0.01%,? 1.42,442.89%
1314349,23-08-2017,23-08-2017,45-49,M,108,113,113,267106.00,34.00,? 50.50,4,1,,100,0.01%,? 1.49,98.02%
1314350,23-08-2017,23-08-2017,45-49,M,109,115,115,365539.00,57.00,? 82.14,5,2,,200,0.02%,? 1.44,143.49%
1314351,23-08-2017,23-08-2017,45-49,M,110,114,111,188758.00,25.00,? 36.60,2,1,,100,0.01%,? 1.46,173.22%
1314353,22-08-2017,22-08-2017,45-49,M,112,114,114,108426.00,13.00,? 19.58,1,0,,0,0.01%,? 1.51,-100.00%
1314354,22-08-2017,22-08-2017,45-49,M,113,116,116,138525.00,9.00,? 13.65,3,0,,0,0.01%,? 1.52,-100.00%
1314355,22-08-2017,22-08-2017,45-49,M,114,117,118,150858.00,21.00,? 30.26,1,0,,0,0.01%,? 1.44,-100.00%
1314357,22-08-2017,22-08-2017,30-34,F,101,102,102,524306.00,81.00,? 113.68,10,4,,400,0.02%,? 1.40,251.86%
1314358,22-08-2017,22-08-2017,30-34,F,102,103,103,104496.00,9.00,? 11.43,3,2,,200,0.01%,? 1.27,1649.78%
1314359,22-08-2017,22-08-2017,30-34,F,103,109,105,452519.00,68.00,? 99.52,7,2,,200,0.02%,? 1.46,100.96%
1314360,22-08-2017,22-08-2017,30-34,F,104,105,108,442919.00,76.00,? 110.78,21,2,,200,0.02%,? 1.46,80.54%
1314361,22-08-2017,22-08-2017,30-34,F,105,111,107,596831.00,86.00,? 120.88,11,0,,0,0.01%,? 1.41,-100.00%
1314362,22-08-2017,22-08-2017,30-34,F,106,109,108,173912.00,26.00,? 35.54,2,1,,100,0.01%,? 1.37,181.37%
1314363,22-08-2017,22-08-2017,30-34,F,107,109,113,780967.00,86.00,? 119.64,20,4,,400,0.01%,? 1.39,234.34%
1314364,22-08-2017,22-08-2017,30-34,F,108,111,111,132124.00,8.00,? 11.19,4,0,,0,0.01%,? 1.40,-100.00%
1314365,27-08-2017,27-08-2017,30-34,F,109,110,112,623137.00,100.00,? 138.92,12,1,,100,0.02%,? 1.39,-28.02%
1314366,27-08-2017,27-08-2017,30-34,F,110,114,111,99020.00,10.00,? 14.48,4,1,,100,0.01%,? 1.45,590.61%
1314367,18-08-2017,18-08-2017,30-34,F,111,113,114,665817.00,117.00,? 163.80,23,9,,900,0.02%,? 1.40,449.45%
1314368,18-08-2017,18-08-2017,30-34,F,112,114,113,699232.00,80.00,? 111.99,12,3,,300,0.01%,? 1.40,167.88%
1314371,18-08-2017,18-08-2017,35-39,F,100,103,102,72982.00,11.00,? 15.05,1,0,,0,0.02%,? 1.37,-100.00%
1314372,18-08-2017,18-08-2017,35-39,F,101,107,104,975884.00,167.00,? 237.32,14,3,,300,0.02%,? 1.42,26.41%
1314373,18-08-2017,18-08-2017,35-39,F,102,106,103,245607.00,33.00,? 47.88,3,1,,100,0.01%,? 1.45,108.86%
1314377,18-08-2017,18-08-2017,35-39,F,106,111,109,485369.00,114.00,? 164.64,3,0,,0,0.02%,? 1.44,-100.00%
1314378,18-08-2017,18-08-2017,35-39,F,107,111,112,866355.00,139.00,? 200.83,11,5,,500,0.02%,? 1.44,148.97%
1314379,18-08-2017,18-08-2017,35-39,F,108,110,110,502710.00,72.00,? 105.22,8,2,,200,0.01%,? 1.46,90.08%
1314380,18-08-2017,18-08-2017,35-39,F,109,114,111,475184.00,88.00,? 127.32,4,1,,100,0.02%,? 1.45,-21.46%
1314381,17-08-2017,17-08-2017,35-39,F,110,111,111,357401.00,47.00,? 68.67,8,1,,100,0.01%,? 1.46,45.62%
1314382,17-08-2017,17-08-2017,35-39,F,111,114,112,99810.00,14.00,? 20.05,2,0,,0,0.01%,? 1.43,-100.00%
1314383,17-08-2017,17-08-2017,35-39,F,112,116,114,81569.00,6.00,? 9.41,3,1,,100,0.01%,? 1.57,962.70%
1314384,17-08-2017,17-08-2017,35-39,F,113,115,114,441192.00,53.00,? 77.60,6,2,,200,0.01%,? 1.46,157.73%
1314385,17-08-2017,17-08-2017,35-39,F,114,115,116,90470.00,11.00,? 16.73,1,1,,100,0.01%,? 1.52,497.73%
1314386,17-08-2017,17-08-2017,40-44,F,100,102,102,834243.00,166.00,? 246.75,18,7,,700,0.02%,? 1.49,183.69%
1314387,17-08-2017,17-08-2017,40-44,F,101,105,106,696612.00,152.00,? 223.19,31,9,,900,0.02%,? 1.47,303.24%
1314388,17-08-2017,17-08-2017,40-44,F,102,103,106,329333.00,48.00,? 67.61,1,0,,0,0.01%,? 1.41,-100.00%
1314389,17-08-2017,17-08-2017,40-44,F,103,104,105,1114711.00,224.00,? 319.00,6,0,,0,0.02%,? 1.42,-100.00%
1314390,17-08-2017,17-08-2017,40-44,F,104,107,107,267316.00,58.00,? 82.93,3,0,,0,0.02%,? 1.43,-100.00%
1314391,19-08-2017,19-08-2017,40-44,F,105,109,106,228629.00,38.00,? 57.00,2,0,,0,0.02%,? 1.50,-100.00%
1314392,19-08-2017,19-08-2017,40-44,F,106,107,111,758340.00,159.00,? 233.11,13,4,,400,0.02%,? 1.47,71.59%
1314393,20-08-2017,20-08-2017,40-44,F,107,108,110,877535.00,149.00,? 217.78,5,2,,200,0.02%,? 1.46,-8.16%
1314394,20-08-2017,20-08-2017,40-44,F,108,113,112,1357386.00,223.00,? 323.06,10,1,,100,0.02%,? 1.45,-69.05%
1314395,20-08-2017,20-08-2017,40-44,F,109,115,115,280240.00,61.00,? 87.99,2,2,,200,0.02%,? 1.44,127.30%
1314396,20-08-2017,20-08-2017,40-44,F,110,116,116,419922.00,75.00,? 105.45,3,1,,100,0.02%,? 1.41,-5.17%
1314397,20-08-2017,20-08-2017,40-44,F,111,116,115,402975.00,83.00,? 120.90,1,0,,0,0.02%,? 1.46,-100.00%
1314398,20-08-2017,20-08-2017,40-44,F,112,115,116,1137635.00,211.00,? 301.05,30,10,,1000,0.02%,? 1.43,232.17%
1314400,20-08-2017,20-08-2017,40-44,F,114,118,119,250234.00,40.00,? 62.32,4,1,,100,0.02%,? 1.56,60.46%
1314401,20-08-2017,20-08-2017,45-49,F,100,106,101,904907.00,195.00,? 279.22,11,1,,100,0.02%,? 1.43,-64.19%
1314402,20-08-2017,20-08-2017,45-49,F,101,105,105,589270.00,107.00,? 158.05,10,4,,400,0.02%,? 1.48,153.08%
1314403,20-08-2017,20-08-2017,45-49,F,102,104,104,168714.00,24.00,? 36.01,2,2,,200,0.01%,? 1.50,455.40%
1314404,19-08-2017,19-08-2017,45-49,F,103,105,104,71982.00,11.00,? 16.34,1,0,,0,0.02%,? 1.49,-100.00%
1314405,19-08-2017,19-08-2017,45-49,F,104,107,110,558666.00,110.00,? 162.64,14,5,,500,0.02%,? 1.48,207.43%
1314406,19-08-2017,19-08-2017,45-49,F,105,106,109,1118200.00,235.00,? 333.75,11,4,,400,0.02%,? 1.42,19.85%
1314407,19-08-2017,19-08-2017,45-49,F,106,112,108,107100.00,23.00,? 33.71,1,0,,0,0.02%,? 1.47,-100.00%
1314408,19-08-2017,19-08-2017,45-49,F,107,113,112,877769.00,160.00,? 232.59,13,4,,400,0.02%,? 1.45,71.98%
1314409,19-08-2017,19-08-2017,45-49,F,108,112,112,212508.00,33.00,? 47.69,4,1,,100,0.02%,? 1.45,109.69%
1314410,19-08-2017,19-08-2017,45-49,F,109,111,114,1129773.00,252.00,? 358.19,13,2,,200,0.02%,? 1.42,-44.16%
1314411,19-08-2017,19-08-2017,45-49,F,110,111,116,637549.00,120.00,? 173.88,3,0,,0,0.02%,? 1.45,-100.00%
1314412,19-08-2017,19-08-2017,45-49,F,111,113,117,151531.00,28.00,? 40.29,2,0,,0,0.02%,? 1.44,-100.00%
1314414,17-08-2017,17-08-2017,45-49,F,113,114,117,790253.00,135.00,? 198.71,8,2,,200,0.02%,? 1.47,0.65%
1314415,17-08-2017,17-08-2017,45-49,F,114,116,118,513161.00,114.00,? 165.61,5,2,,200,0.02%,? 1.45,20.77%
